id,topic,text,topic,emotion
1.47E+18,,@DonaldJTrumpJr Your father should not have been a punk ass bitch and done something about covid when it first ravaged the US. Instead HE LIED! And then lied some more! He could have actually gained respect by telling the truth and encouraged masks and the vaccine. But NOPE! Had to lie some more,,
1.47E+18,,"TIL you can get the Covid vaccine at the Orlando airport. Kinda seems like a too little too late situation, but sure, why not.",,
1.47E+18,,"Booster scheduled, pfizer recipients_Ñ_ how was your reaction to the booster?",,
1.47E+18,,@NIHDirector @NIH @USCLONI rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,@NIHDirector @POTUS @NIH rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"@DavidGeekie @PhilsandJenn Really? And this is only a small percentage that_Ñés reported.I want to be delusional like you. You can look up the name brand of meds to find reported adverse effects. Pfizer_Ñés is called Comirnaty and Moderna_Ñés is called SpikeVax (yes SpikeVax) _ª___Ñç_éÑ«ôè_ª___Ñç_éÑ«ôè. https://t.co/g16soJdjMJ https://t.co/LArZPO7AoW",,
1.47E+18,,"Well, here we are guys it's started.Contemplating a national #Covid_19 mandate.I'm wagering by January this will implemented._ªÉ_https://t.co/AaaDz4MSMN",,
1.47E+18,,"@BerryTartlet @TonyHinton2016 All depends, did they get covid after they got vaccine which a lot if people did....",,
1.47E+18,,@nahumstweets @bennyjohnson What's wrong? The covid vaccine is killing people that's what's wrong. The covid vaccine is causing spontaneous Miss carries a babies. The covid vaccine is causing blood clots and heart that's what's wrong,,
1.47E+18,,@13_tish @SC_Blues_RESIST @lovelivingMAGA @NM11046 @nprpolitics Any confirmation or autopsy proving the vaccine caused it? Studies show that the effects people are worried about from the covid vaccines are significantly more common with actual covid infection...,,
1.47E+18,,@NIHDirector @POTUS rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,Germany Plans To Make Vaccination Mandatory For Some Jobs: Report https://t.co/PY49a1Y3To https://t.co/dn5UBN7ctM,,
1.47E+18,,@cherricrackhead @jvnggkuk The vaccine doesn't make you immune to covid nor does it prevent you from spreading it and with this new variant it's especially dangerous,,
1.47E+18,,Judge denies L.A. firefighters union request to delay COVID vaccine mandateë_enforcement https://t.co/grnjJq4LGo,,
1.47E+18,,Niggas said they ain_Ñét want the vaccine but ready to pop that Covid pill,,
1.47E+18,,"@yorkieautie I have had Covid and it was nothing.  I don't need, nor to I want this ""vaccine"".Will they f*cking leave me alone?",,
1.47E+18,,"@SandySunset2 @floydingo @ATschugguel @thierrybaudet @Anna_A_C Your data and links are wrong and outdated.Correct info athttps://t.co/xxFV48tnZd",,
1.47E+18,,@callanswag2 @francesweetman @TheLaurenChen You mean the only 100% effective vaccine ever released_Ñ_ for a disease that was a million times worse_Ñ_ if you want to compare the COVID _ÑÒvaccine_Ñù to something it should be the flu shot.. only needed in the elderly and high risk pops.,,
1.47E+18,,@US_FDA rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"@AsaHutchinson @ADHPIO According to an official Pfizer document, in just the first 90 days of the vaccine_Ñés roll out under the FDA_Ñés EUA _Ñ_ from 12/1/20 _Ñ_ 2/28/21 _Ñ_ there were TENS OF THOUSANDS of reported adverse reactions, including OVER 1200 DEATHS.",,
1.47E+18,,@afneil Tell me then @afneil why should there be consequences given the vaccinated are protected from hospitalisation by the vaccine. We all know the vaccinated are passing Covid around but apparently not going to hospital or dying anymore..... so that_Ñés what it_Ñés supposed to do .....,,
1.47E+18,,"@M_DeWinter1844 Pfizer_Ñés own data to the FDA that is being released via FOIA _ª_£https://t.co/BcZj0fR4cA",,
1.47E+18,,@US_FDA rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,pfizer's second dose hitting me on the face right now.,,
1.47E+18,,@PhilsandJenn @afneil wouldn_Ñét agree with you. If you are a Pfizer shareholder with a house in the south of France get every jab they give you. I_Ñéll have one every week if they keep paying the dividends! Jab me up Jabba-the Hut! @JuliaHB1,,
1.47E+18,,@CDCDirector rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,@SoccerMomTrades We move sideways/choppy until all clear from Pfizer or if evidence keep showing that #OmicronVirus is mild even if very contagious_Ñ_,,
1.47E+18,,@CDCDirector @WHCOVIDResponse rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"@Stujka @emmakennytv @mrpedros @afneil Young people have a higher risk from vaccines than from covid.If you're old or very fat, get yourself a vaccine. If you're young and healthy I strongly advise against getting the jab.",,
1.47E+18,,"Do you actually believe this?4)  Pfizer wants to control the market5) One World Government will control human via the microchips inside the vaccine.  _ªÉ±_ª‚__ªé†. I feel really STUPID writing this.  I rest my case_Éù_ªè__ªé†",,
1.47E+18,,"@SecDef @DepSecDef@USArmy @usairforce @USMC @USNavy @CDCgov @CDCDirector @US_FDA @DHSgov@HHSGov@FLSurgeonGen@pfizer #DoNotComply Soldiers!#ArrestFauci#ArrestBillGates https://t.co/6NNLcXetTh",,
1.47E+18,,"""preacher-who-spread-vaccine-lies-dies-after-being-hospitalized-with-covid-19""    They're really weeding themselves out. Before the next election.",,
1.47E+18,,@NIH @POTUS rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,"@pctech1com @ake2306 I imagine they are not yet dead. These data are Pfizer_Ñés own. Pfizer had to publish their results by Court Order. A good break down of their results with dates other bodies such as UK_Ñés MHRA June Raine must have known them is on https://t.co/8xrlpmKvF9",,
1.47E+18,,"@SharryPigTails @VivaTigres I got my Pfizer booster on Friday and had absolutely zero effects. Arm hurt just a little, but no more than the flu shot.",,
1.47E+18,,My 11 year olds had their first shot of the covid vaccine today! A huge weight has been lifted off of my shoulders. I wish parents and folks everywhere had access #VaccineEquity,,
1.47E+18,,@thekinner That Pfizer dude tho _ªÉ_,,
1.47E+18,,@GovAndyBeshear rate of secondary transmission of the infection to household contacts shows no difference between vaccinated and unvaccinated individuals. https://t.co/XDZg0ek0E3,,
1.47E+18,,Was There a Hidden Message For 'Help' on an Irish News Clip About COVID-19 Jabs? https://t.co/iRmoX9ABV2 #covid #news #Vaccine,,
1.47E+18,,"Austria, brought to you by #Pfizer",,
1.47E+18,,"@RDavisJ1 @Kman24000 @malavemark @Reuters Except if you had 2 brain cells to rub together you_Ñéd know that the vaccine does not prevent spread, just limit symptoms. But instead you like to gag on the government_Ñés cock and believe that vaccine mandates will prevent you from getting Covid.",,
1.47E+18,,"@brianbarley123 @HawkArmy @mrjamesob For comparison, up to Sept 8th, 1,645 people had died shortly after getting the vaccine (and is likely to be an overestimate as causation not proved. So... 150k deaths from COVID, vs 1,645 that *could* have been caused by vaccine but may well have been totally unrelated.",,
1.47E+18,,"@DavideDionisi2 I have had Covid and it was nothing.  I don't need, nor to I want this ""vaccine"".Can they f*cking leave me alone?",,
1.47E+18,,"@NPR VP Harris said that she will never take a Covid vaccine if the science was done under President Trump. Now Biden and her are taking credit, but there is no trust what they are saying.How pitiful- no story without Trump-",,
1.47E+18,,"""They let Covid-19 spread unabated in low and middle-income countries. And now the same pharma execs and shareholders are making a killing from a crisis they helped to create. It's utterly obscene."" @TimBierley @GlobalJusticeUKhttps://t.co/g2406CUMWY via @commondreams",,
1.47E+18,,"@jjkaipua @PhilsandJenn Really? I want to be delusional like you. You can look up the name brand of meds to find reported adverse effects. Pfizer_Ñés is called Comirnaty and Moderna_Ñés is called SpikeVax (yes SpikeVax) _ª___Ñç_éÑ«ôè_ª___Ñç_éÑ«ôè. https://t.co/g16soJdjMJ https://t.co/hD2ELCSUXV",,
1.47E+18,,"It has to make the TURD proud - his people will follow him to the grave and in most cases, they will get there first!!! https://t.co/WRWmmZMuXJ",,
1.47E+18,,"US coronavirus: The US is averaging more than 100,000 new Covid-19 cases a day, the highest level in two months more https://t.co/iVeEiHAiGF #heath #vaccine #covid19 #omicron #OmicronVariant #vaccines #boosters #coronavirus #newshttps://t.co/VY8IPwCPLn",,
1.47E+18,,"@Hardeep_Matharu @RaveCozensHardy Pfizer accused of _ÑÒwar profiteering_Ñé_Ñé - Covid vaccine costs 76p to make + R&amp;D &amp; distribution costs; sells for ë£22. UK govt has agreed a secrecy clause in supply contract, prevents people and parliament from knowing details and holding govt to accounthttps://t.co/PXemKzjTFp",,
1.47E+18,,I DONT HAVE COVID!!! THANK GOD FOR THE VACCINE,,
1.47E+18,,@ProfessorAMuse @LadeBackk The Trump clan is vaccinated. Mitch and the Republican senate are vaccinated. FoxNews personalities are all vaccinated. Trump supporters? Not so much. How_Ñés that working out? https://t.co/T71qQ06I1m,,
1.47E+18,,@gun11199 Biden goes on &amp; on about how we should have our children vaccinated.... yet more minors die from the vaccine than the Covid virus. I wonder why is he so demanding we vaccinate Children 12 years old?,,
1.47E+18,,"Just gonna leave this here https://t.co/UVDG0wEtct",,
1.47E+18,,"@hereIGoInternet @MichaelPSenger Same here. I _ªêË fell for the crazy Covid narrative for the first year. It was the vaccine mandates &amp; vaccine passports that made me think twice,as I've long opposed biometric digital ID. Plus all the folks who died in nursing homes in NY,so disproportionate to the rest of the USA",,
1.47E+18,,Kids aged five to 11 on course for COVID-19 vaccinations from January 10 | The New Daily https://t.co/r7XXEhnlhj,,
1.47E+18,,"@afneil I call bs.Have your own opinions naturally but you can_Ñét have your own facts. Best of luck with the Pfizer jab btw, promoting it is reckless stupidity. Care to pony up the long term data?https://t.co/FzYAURXOrR https://t.co/3HQ70SMdLr",,
1.47E+18,,US COVID-19 cases back to pre-vaccination levels _Ñ_ë_CIDRAP https://t.co/P1LpLH1UBB,,
1.47E+18,,@EpochTimes @American_Heart Sponsored by Pfizer,,
1.47E+18,,"@jesse03943128 @VoorhisRobin @PegLulu2 Idk Jesse because ""natural immunity"" from having covid doesn't protect well after 6 months or so, similar to the vaccine? That's one reason. I'm neither ""scared"" nor a ""sheep."" I leave the fear &amp; sheep label for the anti-vax, anti-mask people. Vaccinated aren't primary spreaders. https://t.co/hZvHqepJRe",,
1.47E+18,,"@Johnnyb27410117 @Polarbear165 @jamespetryk I obviously missed this response a couple of months ago, but immunity does not mean exempt in the world of medicine. Immunity means that your body recognizes the foreign object and can attack it with alacrity.   The vaccine primes your immune response covid.",,
1.47E+18,,@EricTopol How much get from NIH and Pfizer again?,,
1.47E+18,,"@larrywilmore @BillSimmons Hi Larry,1/Re race: Do you know who to ask whether it's OK to use the ""Matters"" part of the BLM message to say ""Black History Matters""? _Î_«ôè2/COVID- a Virginia voter suggested that CDC permit a vaccine exemption for someone who's already had COVID. Seems like a useful compromise https://t.co/EaWbF8nTjG",,
1.47E+18,,"ICYMI: If the omicron variant of the coronavirus is different enough from the original variant, it_Ñés possible that existing vaccines won_Ñét be as effective as they have been. https://t.co/XFloAnyCQ9",,
1.47E+18,,"@muka990 @wasilalitaha Are you serious?I personally saw the effects ofCOVID-19 on vaccinated vs unvaccinated patients!95%of those admitted, dying or seriously ill were unvaccinated&amp; we have had ZERO admissions for complications of vaccine https://t.co/ONrTdL5vhB",,
1.47E+18,,"Italian man tries to dodge Covid vaccine wearing fake arm https://t.co/aj1blCssAU The bizarre episode at a vaccine hub in Biella, a town close to Turin in the northern Piedmont region....",,
1.47E+18,,"@AZDHS Weird, huh?  Wonder if there_Ñés any fix for this?  https://t.co/wAYHJUKs37",,
1.47E+18,,A nurse said she could tell right away that something was off when a 57-year-old man presented the phony limb for a shot earlier this week.  https://t.co/9uwPTMnsP5,,
